workorderid,productid,orderqty,scrappedqty,startdate,enddate,duedate,scrapreasonid,modifieddate
6248,736,6,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6249,738,26,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6250,739,3,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6251,741,23,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6252,742,15,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6253,743,23,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6254,744,3,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6255,745,16,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6256,747,23,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6257,748,22,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6258,749,27,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6259,750,20,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6260,751,19,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6261,752,18,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6262,753,30,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6263,754,55,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6264,755,32,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6265,756,36,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6266,757,14,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6267,758,70,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6268,759,18,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6269,760,67,2,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,11,2011-11-19 00:00:00
6270,761,56,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6271,762,91,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6272,763,52,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6273,764,30,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6274,765,48,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6275,766,23,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6276,767,16,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6277,768,26,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6278,769,15,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6279,770,52,1,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,13,2011-11-19 00:00:00
6280,771,48,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6281,772,45,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6282,773,60,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6283,774,55,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6284,775,63,1,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,14,2011-11-19 00:00:00
6285,776,66,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6286,777,61,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6287,778,56,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6288,516,454,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6289,517,494,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6290,518,207,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6291,519,114,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6292,717,27,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6293,718,20,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6294,719,19,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6295,720,18,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6296,721,30,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6297,722,48,1,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,16,2011-11-13 00:00:00
6298,723,23,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6299,724,16,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6300,725,91,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6301,726,52,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6302,727,30,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6303,728,18,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6304,729,67,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6305,730,56,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6306,731,36,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6307,732,14,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6308,733,70,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6309,734,55,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6310,735,32,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6311,736,26,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6312,737,15,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6313,738,52,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6314,739,45,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6315,740,60,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6316,741,55,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6317,743,66,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6318,744,61,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6319,745,56,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6320,747,63,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6321,748,48,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6322,806,701,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6323,807,568,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6324,810,454,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6325,811,494,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6326,812,207,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6327,813,114,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6328,817,454,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6329,818,494,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6330,819,207,5,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,5,2011-11-19 00:00:00
6331,820,114,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6332,825,454,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6333,826,494,17,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,5,2011-11-19 00:00:00
6334,827,207,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6335,828,114,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6336,894,1269,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6337,945,1269,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6338,950,701,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6339,951,568,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6340,994,494,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6341,995,207,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6342,996,568,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6343,3,12690,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6344,324,3226,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6345,327,1613,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6346,328,908,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6347,329,1630,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6348,398,1269,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6349,399,1613,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6350,400,988,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6351,401,1550,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6352,529,1269,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6353,532,6452,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6354,533,1613,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6355,534,1613,32,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,9,2011-11-13 00:00:00
6356,802,659,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6357,803,249,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6358,804,705,0,2011-11-03 00:00:00,2011-11-19 00:00:00,2011-11-14 00:00:00,,2011-11-19 00:00:00
6359,316,3226,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6360,331,3226,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6361,350,1613,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6362,531,1613,0,2011-11-03 00:00:00,2011-11-13 00:00:00,2011-11-14 00:00:00,,2011-11-13 00:00:00
6363,750,3,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6364,751,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6365,752,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6366,753,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6367,770,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6368,778,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6369,516,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6370,517,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6371,519,6,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6372,718,3,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6373,719,1,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6374,720,1,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6375,721,1,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6376,738,1,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6377,745,1,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6378,806,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6379,807,7,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6380,810,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6381,811,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6382,813,6,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6383,817,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6384,818,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6385,820,6,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6386,825,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6387,826,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6388,828,6,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6389,894,8,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6390,945,8,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6391,950,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6392,951,7,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6393,994,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6394,996,7,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6395,3,80,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6396,324,16,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6397,327,8,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6398,328,2,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6399,329,14,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6400,398,8,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6401,399,8,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6402,400,2,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6403,401,14,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6404,529,8,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6405,532,32,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6406,533,8,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6407,534,8,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6408,802,1,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6409,804,7,0,2011-11-04 00:00:00,2011-11-15 00:00:00,2011-11-15 00:00:00,,2011-11-15 00:00:00
6410,316,16,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6411,331,16,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6412,350,8,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6413,531,8,0,2011-11-04 00:00:00,2011-11-14 00:00:00,2011-11-15 00:00:00,,2011-11-14 00:00:00
6414,750,1,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6415,751,4,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6416,752,3,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6417,772,1,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6418,777,1,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6419,516,2,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6420,519,8,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6421,718,1,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6422,719,4,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6423,720,3,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6424,739,1,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6425,744,1,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6426,807,10,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6427,810,2,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6428,813,8,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6429,817,2,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6430,820,8,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6431,825,2,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6432,828,8,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6433,894,10,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6434,945,10,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6435,951,10,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6436,996,10,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6437,3,100,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6438,324,20,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6439,327,10,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6440,328,4,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6441,329,16,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6442,398,10,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6443,399,10,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6444,401,20,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6445,529,10,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6446,532,40,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6447,533,10,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6448,534,10,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6449,804,10,0,2011-11-05 00:00:00,2011-11-23 00:00:00,2011-11-16 00:00:00,,2011-11-23 00:00:00
6450,316,20,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6451,331,20,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6452,350,10,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6453,531,10,0,2011-11-05 00:00:00,2011-11-15 00:00:00,2011-11-16 00:00:00,,2011-11-15 00:00:00
6454,751,1,0,2011-11-06 00:00:00,2011-11-17 00:00:00,2011-11-17 00:00:00,,2011-11-17 00:00:00
6455,753,2,0,2011-11-06 00:00:00,2011-11-17 00:00:00,2011-11-17 00:00:00,,2011-11-17 00:00:00
6456,766,1,0,2011-11-06 00:00:00,2011-11-17 00:00:00,2011-11-17 00:00:00,,2011-11-17 00:00:00
6457,771,1,0,2011-11-06 00:00:00,2011-11-17 00:00:00,2011-11-17 00:00:00,,2011-11-17 00:00:00
6458,516,1,0,2011-11-06 00:00:00,2011-11-17 00:00:00,2011-11-17 00:00:00,,2011-11-17 00:00:00
6459,517,1,0,2011-11-06 00:00:00,2011-11-17 00:00:00,2011-11-17 00:00:00,,2011-11-17 00:00:00
6460,519,3,0,2011-11-06 00:00:00,2011-11-17 00:00:00,2011-11-17 00:00:00,,2011-11-17 00:00:00
6461,719,1,0,2011-11-06 00:00:00,2011-11-16 00:00:00,2011-11-17 00:00:00,,2011-11-16 00:00:00
6462,721,2,0,2011-11-06 00:00:00,2011-11-16 00:00:00,2011-11-17 00:00:00,,2011-11-16 00:00:00
6463,723,1,0,2011-11-06 00:00:00,2011-11-16 00:00:00,2011-11-17 00:00:00,,2011-11-16 00:00:00
6464,748,1,0,2011-11-06 00:00:00,2011-11-17 00:00:00,2011-11-17 00:00:00,,2011-11-17 00:00:00
6465,806,1,0,2011-11-06 00:00:00,2011-11-17 00:00:00,2011-11-17 00:00:00,,2011-11-17 00:00:00
6466,807,4,0,2011-11-06 00:00:00,2011-11-17 00:00:00,2011-11-17 00:00:00,,2011-11-17 00:00:00
6467,810,1,0,2011-11-06 00:00:00,2011-11-17 00:00:00,2011-11-17 00:00:00,,2011-11-17 00:00:00
6468,811,1,0,2011-11-06 00:00:00,2011-11-17 00:00:00,2011-11-17 00:00:00,,2011-11-17 00:00:00
6469,813,3,0,2011-11-06 00:00:00,2011-11-17 00:00:00,2011-11-17 00:00:00,,2011-11-17 00:00:00
6470,817,1,0,2011-11-06 00:00:00,2011-11-17 00:00:00,2011-11-17 00:00:00,,2011-11-17 00:00:00
6471,818,1,0,2011-11-06 00:00:00,2011-11-17 00:00:00,2011-11-17 00:00:00,,2011-11-17 00:00:00
